reference_id	former_id	id_bp	VFID	gene_host	gene_name	gene_description	gene_symbol	gene_accession_id	vfdb_number	protein_host	protein_name	protein_description	protein_symbol	protein_accession_id	protein_header	VF_Name	VF_FullName	Bacteria	VFCID	VFcategory	Characteristics	Structure	Function	Mechanism	Reference	id_bp.1	id_maximal_coverage_depth	id_coverage_breadth	id_coverage_breadth_to_id_bp	id_mapped_bp	id_total_relative_abundance	id_mapped_relative_abundance	sample_total_reads	sample_mapped_reads	sample_total_bp	sample_mapped_bp	sample_average_total_reads_bp	sample_average_mapped_reads_bp	sample_mapped_reads_to_total_reads	id_mapped_reads	id_unmapped_reads	id_mapped_reads_per_million_sample_total_reads	id_mapped_reads_per_million_sample_mapped_reads	id_mapped_reads_per_kbp_per_million_sample_total_reads	id_mapped_reads_per_kbp_per_million_sample_mapped_reads
ID27533	VFG049821(gb|WP_000142063) (esaG) TIGR01741 family protein [Type VII secretion system (VF0403) - Effector delivery system (VFC0086)] [Staphylococcus aureus subsp. aureus MSSA476]	501	VFG049821	Staphylococcus aureus subsp. aureus MSSA476	Type VII secretion system (VF0403) - Effector delivery system (VFC0086)	TIGR01741 family protein	esaG	gb|WP_000142063	49821.0	Staphylococcus aureus subsp. aureus MSSA476	Type VII secretion system (VF0403) - Effector delivery system (VFC0086)	TIGR01741 family protein	esaG	gb|WP_000142063	VFG049821(gb|WP_000142063) (esaG) TIGR01741 family protein [Type VII secretion system (VF0403) - Effector delivery system (VFC0086)] [Staphylococcus aureus subsp. aureus MSSA476]											501	72	442	0.8822359499999998	18338	15482.139107179704	227812.9983744023	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	77	3	7.942774066450692	115.83720209529942	15.853840451997389	231.2119802301385
ID05148	VFG004658(gb|WP_000744096) (coa) staphylocoagulase precursor [Staphylocoagulase (VF0421) - Exoenzyme (VFC0251)] [Staphylococcus aureus subsp. aureus N315]	1977	VFG009229	Staphylococcus aureus subsp. aureus N315	Staphylocoagulase (VF0421) - Exoenzyme (VFC0251)	staphylocoagulase precursor	coa	gb|WP_000744096	9229.0	Mycobacterium gilvum PYR-GCK	Accessory secretion factor (VF0808) - Others (VFC0346)	accessory Sec system translocase SecA2	secA2	gb|WP_085978051	VFG009229(gb|WP_085978051) (secA2) accessory Sec system translocase SecA2 [Accessory secretion factor (VF0808) - Others (VFC0346)] [Mycobacterium gilvum PYR-GCK]											1977	297	996	0.503793838000001	69488	14866.881009185836	218759.7408685893	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	407	38	41.983234351239375	612.2823539322969	21.23582921155254	309.70275869109605
ID08973	VFG004602 (sdrC) Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein [SDr (VF0019) - Adherence (VFC0001)] [Staphylococcus aureus RF122]	1461	VFG014881	Staphylococcus aureus RF122	SDr (VF0019) - Adherence (VFC0001)	Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein	sdrC		14881.0	Pseudomonas aeruginosa PA7	Alginate (VF0091) - Biofilm (VFC0271)	phosphomannose isomerase / guanosine 5'-diphospho-D-mannose pyrophosphorylase	algA	gb|WP_012074761	VFG014881(gb|WP_012074761) (algA) phosphomannose isomerase / guanosine 5'-diphospho-D-mannose pyrophosphorylase [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PA7]											1461	170	587	0.4017797869999996	50481	14614.85316147784	215051.2598077532	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	277	42	28.57335605723171	416.7130516934797	19.55739634307441	285.2245391468033
ID17580	VFG004810(gb|WP_000783426) (hlgB) gamma-hemolysin component B [-hemolysin (VF0011) - Exotoxin (VFC0235)] [Staphylococcus aureus subsp. aureus Mu50]	978	VFG034565	Staphylococcus aureus subsp. aureus Mu50	-hemolysin (VF0011) - Exotoxin (VFC0235)	gamma-hemolysin component B	hlgB	gb|WP_000783426	34565.0	Escherichia coli E24377A	EaeH (VF1119) - Adherence (VFC0001)	intimin-like adhesin FdeC	eaeH	gb|WP_000020232	VFG034565(gb|WP_000020232) (eaeH) intimin-like adhesin FdeC [EaeH (VF1119) - Adherence (VFC0001)] [Escherichia coli E24377A]											978	129	550	0.5623712800000001	32380	14004.08417007126	206064.0575688897	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	131	0	13.513031203961567	197.07368148680808	13.817005321024096	201.5068317861024
ID00043	VFG004503 (ebh) hyperosmolarity resistance protein Ebh [Cell wall associated fibronectin binding protein ebh (VF0995) - Immune modulation (VFC0258)] [Staphylococcus aureus RF122]	13620	VF0583	Staphylococcus aureus RF122	Cell wall associated fibronectin binding protein ebh (VF0995) - Immune modulation (VFC0258)	hyperosmolarity resistance protein Ebh	ebh		583.0	Bordetella pertussis Tohama I	TTSS (VF0035) - Effector delivery system (VFC0086)	Bordetella Bsc type III secretion system protein BscR	bscR	gb|WP_004568087	VFG000044(gb|WP_004568087) (bscR) Bordetella Bsc type III secretion system protein BscR [TTSS (VF0035) - Effector delivery system (VFC0086)] [Bordetella pertussis Tohama I]	Cereulide		Bacillus cereus	VFC0235	Exotoxin	Synthetized by a non-ribosomal peptide-synthetase (NRPS) called CesNRPS; the genes involved in the cereulide synthesis are located on a mega plasmid (270kb) known as pCER270, which is closely related to the plasmid pXO1 from B. anthracis that encodes the anthrax toxin;a small, highly heat- and acid-resistant depsipeptide toxin		Highly potent emetic peptide toxin	A potent ionophore with high affinity for potassium	Abstract(s) in PubMed	13620	889	3899	0.2862702217999998	431730	13407.624644235892	197287.41294317925	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	1769	67	182.4774977084581	2661.246889695905	13.39776047786036	195.39257633596952
ID23406	VFG004701(gb|WP_001039435) (splA) serine protease SplA [Serine protease splABCDEF (VF0994) - Exoenzyme (VFC0251)] [Staphylococcus aureus subsp. aureus USA300_FPR3757]	708	VFG043491	Staphylococcus aureus subsp. aureus USA300_FPR3757	Serine protease splABCDEF (VF0994) - Exoenzyme (VFC0251)	serine protease SplA	splA	gb|WP_001039435	43491.0	Leptospira interrogans serovar Lai str. 56601	LigA (VF1220) - Adherence (VFC0001)	NAD-dependent DNA ligase LigA	ligA	gb|WP_001124831	VFG043491(gb|WP_001124831) (ligA) NAD-dependent DNA ligase LigA [LigA (VF1220) - Adherence (VFC0001)] [Leptospira interrogans serovar Lai str. 56601]											708	77	644	0.9096047000000002	22366	13362.0097903324	196616.21004503805	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	97	19	10.005832265528792	145.92478705511743	14.132531448486995	206.1084562925388
ID26363	VFG005106(gb|WP_000825098) (cap8M) type 8 capsular polysaccharide synthesis protein Cap8M [Capsule (VF0003) - Immune modulation (VFC0258)] [Staphylococcus aureus RF122]	558	VFG049281	Staphylococcus aureus RF122	Capsule (VF0003) - Immune modulation (VFC0258)	type 8 capsular polysaccharide synthesis protein Cap8M	cap8M	gb|WP_000825098	49281.0	Klebsiella pneumoniae subsp. rhinoscleromatis SB3432	T6SS-III (VF0784) - Effector delivery system (VFC0086)	type VI secretion system baseplate subunit TssG	impH	gb|WP_072157837	VFG049281(gb|WP_072157837) (impH) type VI secretion system baseplate subunit TssG [T6SS-III (VF0784) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. rhinoscleromatis SB3432]											558	73	329	0.5896058700000001	17441	13220.683422550988	194536.6535076138	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	74	8	7.633315336588977	111.32406435132673	13.679776588869132	199.5054916690443
ID23910	VFG004461(gb|WP_000037322) (cap8B) type 8 capsular polysaccharide synthesis protein Cap8B [Capsule (VF0003) - Immune modulation (VFC0258)] [Staphylococcus aureus subsp. aureus N315]	687	VFG044124	Staphylococcus aureus subsp. aureus N315	Capsule (VF0003) - Immune modulation (VFC0258)	type 8 capsular polysaccharide synthesis protein Cap8B	cap8B	gb|WP_000037322	44124.0	Bordetella pertussis Tohama I	Alcaligin (VF0688) - Nutritional/Metabolic factor (VFC0272)	TonB-dependent alcaligin siderophore receptor FauA	fauA	gb|WP_010930941	VFG044124(gb|WP_010930941) (fauA) TonB-dependent alcaligin siderophore receptor FauA [Alcaligin (VF0688) - Nutritional/Metabolic factor (VFC0272)] [Bordetella pertussis Tohama I]											687	94	366	0.5327508200000001	21366	13154.768501655297	193566.74388059755	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	96	36	9.90267935557489	144.42040780712654	14.414380430240012	210.2189342170692
ID23391	VFG004704(gb|WP_001005059) (splA) serine protease SplA [Serine protease splABCDEF (VF0994) - Exoenzyme (VFC0251)] [Staphylococcus aureus subsp. aureus MSSA476]	708	VFG043470	Staphylococcus aureus subsp. aureus MSSA476	Serine protease splABCDEF (VF0994) - Exoenzyme (VFC0251)	serine protease SplA	splA	gb|WP_001005059	43470.0	Borrelia burgdorferi ZS7	RevA (VF1206) - Adherence (VFC0001)	fibronectin-binding protein RevA	revA	gb|WP_012599429	VFG043470(gb|WP_012599429) (revA) fibronectin-binding protein RevA [RevA (VF1206) - Adherence (VFC0001)] [Borrelia burgdorferi ZS7]											708	76	680	0.96045203	21591	12899.005337703067	189803.2992525448	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	93	10	9.593220625713174	139.90727006315385	13.549746646487533	197.60913850727945
ID19222	VFG005113(gb|WP_001230690) (capN) capsular polysaccharide type 5/8 biosynthesis epimerase CapN [Capsule (VF0003) - Immune modulation (VFC0258)] [Staphylococcus aureus subsp. aureus MRSA252]	888	VFG038051	Staphylococcus aureus subsp. aureus MRSA252	Capsule (VF0003) - Immune modulation (VFC0258)	capsular polysaccharide type 5/8 biosynthesis epimerase CapN	capN	gb|WP_001230690	38051.0	Acinetobacter baumannii BJAB0715	Capsule (VF0465) - Immune modulation (VFC0258)	glycosyltransferase	BJAB0715_RS00535	gb|WP_020752681	VFG038051(gb|WP_020752681) (BJAB0715_RS00535) glycosyltransferase [Capsule (VF0465) - Immune modulation (VFC0258)] [Acinetobacter baumannii BJAB0715]											888	110	378	0.4256751800000001	26786	12758.852638528786	187741.01274238463	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	110	0	11.34682009492956	165.48171727899916	12.777950557353108	186.35328522409816
ID11702	VFG049891(gb|WP_000792562) (sbi) IgG-binding protein SBI [Sbi (VF0423) - Immune modulation (VFC0258)] [Staphylococcus aureus subsp. aureus Mu3]	1281	VFG019452	Staphylococcus aureus subsp. aureus Mu3	Sbi (VF0423) - Immune modulation (VFC0258)	IgG-binding protein SBI	sbi	gb|WP_000792562	19452.0	Helicobacter pylori G27	Type IV secretion system (VF0060) - Effector delivery system (VFC0086)	type IV secretion system protein Cag6/CagZ	cagZ	gb|WP_000418822	VFG019452(gb|WP_000418822) (cagZ) type IV secretion system protein Cag6/CagZ [Type IV secretion system (VF0060) - Effector delivery system (VFC0086)] [Helicobacter pylori G27]											1281	146	512	0.3996876999999996	37662	12435.72106067085	182986.2709646719	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	155	0	15.98870104285529	233.17878343858973	12.481421579122005	182.02871462809503
ID23070	VFG004683(gb|WP_001038708) (splD) serine protease SplD [Serine protease splABCDEF (VF0994) - Exoenzyme (VFC0251)] [Staphylococcus aureus subsp. aureus COL]	720	VFG043113	Staphylococcus aureus subsp. aureus COL	Serine protease splABCDEF (VF0994) - Exoenzyme (VFC0251)	serine protease SplD	splD	gb|WP_001038708	43113.0	Escherichia coli O157:H7 str. EDL933	Peritrichous flagella (VF1154) - Motility (VFC0204)	flagellar basal body-associated protein FliL	fliL	gb|WP_000133106	VFG043113(gb|WP_000133106) (fliL) flagellar basal body-associated protein FliL [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933]											720	85	346	0.4805557600000001	21139	12418.486372553847	182732.6699636215	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	85	0	8.767997346081932	127.87223607922662	12.177774091780462	177.60032788781476
ID18137	VFG004813(gb|WP_000916713) (hlgC) gamma-hemolysin component C [-hemolysin (VF0011) - Exotoxin (VFC0235)] [Staphylococcus aureus subsp. aureus USA300_FPR3757]	948	VFG035950	Staphylococcus aureus subsp. aureus USA300_FPR3757	-hemolysin (VF0011) - Exotoxin (VFC0235)	gamma-hemolysin component C	hlgC	gb|WP_000916713	35950.0	Escherichia coli O103:H2 str. 12009	UpaG adhesin, trimeric AT (VF1125) - Adherence (VFC0001)	trimeric autotransporter adhesin EhaG	upaG/ehaG	gb|WP_001033224	VFG035950(gb|WP_001033224) (upaG/ehaG) trimeric autotransporter adhesin EhaG [UpaG adhesin, trimeric AT (VF1125) - Adherence (VFC0001)] [Escherichia coli O103:H2 str. 12009]											948	87	650	0.6856538699999997	27659	12340.843922600325	181590.1948054669	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	119	15	12.275196284514706	179.0211305109173	12.94851928746277	188.84085496932204
ID23004	VFG004678(gb|WP_001038704) (splD) serine protease SplD [Serine protease splABCDEF (VF0994) - Exoenzyme (VFC0251)] [Staphylococcus aureus subsp. aureus USA300_FPR3757]	720	VFG043047	Staphylococcus aureus subsp. aureus USA300_FPR3757	Serine protease splABCDEF (VF0994) - Exoenzyme (VFC0251)	serine protease SplD	splD	gb|WP_001038704	43047.0	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	Peritrichous flagella (VF0967) - Motility (VFC0204)	cystine ABC transporter substrate-binding protein	fliY	gb|NP_460907	VFG043047(gb|NP_460907) (fliY) cystine ABC transporter substrate-binding protein [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]											720	85	387	0.53750024	21003	12338.59072249153	181557.03993783728	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	86	0	8.871150256035838	129.37661532721754	12.321042022271996	179.68974351002436
ID15430	VFG004952(gb|YP_498973) (set8) superantigen-like protein [SSLs (VF0990) - Exotoxin (VFC0235)] [Staphylococcus aureus subsp. aureus NCTC 8325]	1071	VFG028236	Staphylococcus aureus subsp. aureus NCTC 8325	SSLs (VF0990) - Exotoxin (VFC0235)	superantigen-like protein	set8	gb|YP_498973	28236.0	Mycobacterium tuberculosis RGTB327	ESX-5 (VF0402) - Effector delivery system (VFC0086)	ESX-5 type VII secretion system protein EccB5	eccB5	gb|YP_005360422	VFG028236(gb|YP_005360422) (eccB5) ESX-5 type VII secretion system protein EccB5 [ESX-5 (VF0402) - Effector delivery system (VFC0086)] [Mycobacterium tuberculosis RGTB327]											1071	114	792	0.7394952749999991	30950	12223.284080221045	179860.35243708084	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	143	2	14.750866123408429	215.1262324626989	13.772984242211418	200.8648295636778
ID18136	VFG004816(gb|WP_000916704) (hlgC) gamma-hemolysin component C [-hemolysin (VF0011) - Exotoxin (VFC0235)] [Staphylococcus aureus subsp. aureus N315]	948	VFG035946	Staphylococcus aureus subsp. aureus N315	-hemolysin (VF0011) - Exotoxin (VFC0235)	gamma-hemolysin component C	hlgC	gb|WP_000916704	35946.0	Escherichia coli O55:H7 str. CB9615	UpaG adhesin, trimeric AT (VF1125) - Adherence (VFC0001)	trimeric autotransporter adhesin EhaG	upaG/ehaG	gb|WP_001033190	VFG035946(gb|WP_001033190) (upaG/ehaG) trimeric autotransporter adhesin EhaG [UpaG adhesin, trimeric AT (VF1125) - Adherence (VFC0001)] [Escherichia coli O55:H7 str. CB9615]											948	125	452	0.4767931499999996	26997	12045.473928140602	177243.95275184172	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	127	1	13.100419564145946	191.0561644948445	13.819007979056906	201.5360384966714
ID02112	VFG017218 (fnbA) fibronectin-binding protein A [FnBPs (VF0010) - Adherence (VFC0001)] [Staphylococcus aureus subsp. aureus str. Newman]	3015	VFG003830	Staphylococcus aureus subsp. aureus str. Newman	FnBPs (VF0010) - Adherence (VFC0001)	fibronectin-binding protein A	fnbA		3830.0	Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150	TTSS (SPI-2 encode) (VF0321) - Effector delivery system (VFC0086)	type III secretion system secretin SsaC	ssaC	gb|WP_000261283	VFG003830(gb|WP_000261283) (ssaC) type III secretion system secretin SsaC [TTSS (SPI-2 encode) (VF0321) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150]											3015	246	960	0.3184078649999995	83886	11768.439861505776	173167.51596652268	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	372	16	38.3728825028527	559.6290802526154	12.72732421321814	185.6149519909172
ID05721	VFG004660(gb|WP_000744110) (coa) staphylocoagulase precursor [Staphylocoagulase (VF0421) - Exoenzyme (VFC0251)] [Staphylococcus aureus subsp. aureus MRSA252]	1830	VFG010197	Staphylococcus aureus subsp. aureus MRSA252	Staphylocoagulase (VF0421) - Exoenzyme (VFC0251)	staphylocoagulase precursor	coa	gb|WP_000744110	10197.0	Mycobacterium vanbaalenii PYR-1	Mce3 (VF0826) - Immune modulation (VFC0258)	MCE family protein	mce3F	gb|WP_011778200	VFG010197(gb|WP_011778200) (mce3F) MCE family protein [Mce3 (VF0826) - Immune modulation (VFC0258)] [Mycobacterium vanbaalenii PYR-1]											1830	230	501	0.2737704540000003	49607	11465.911801276863	168715.9460629052	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	270	87	27.851285687554373	406.1823969575434	15.2192817964778	221.9575939658708
ID15709	VFG004895(gb|WP_000784024) (set32) superantigen-like protein SSL3 [SSLs (VF0990) - Exotoxin (VFC0235)] [Staphylococcus aureus subsp. aureus USA300_FPR3757]	1059	VFG029288	Staphylococcus aureus subsp. aureus USA300_FPR3757	SSLs (VF0990) - Exotoxin (VFC0235)	superantigen-like protein SSL3	set32	gb|WP_000784024	29288.0	Mycobacterium liflandii 128FXT	PDIM (VF0309) - Immune modulation (VFC0258)	p-hydroxybenzoic acid--AMP ligase FadD22	fadD22	gb|WP_015355157	VFG029288(gb|WP_015355157) (fadD22) p-hydroxybenzoic acid--AMP ligase FadD22 [PDIM (VF0309) - Immune modulation (VFC0258)] [Mycobacterium liflandii 128FXT]											1059	102	816	0.7705383490000007	28418	11350.481170492902	167017.43412465835	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	132	5	13.616184113915471	198.578060734799	12.857586509835196	187.5146938005656
ID15833	VFG001288(gb|WP_000723836) (icaC) intercellular adhesion protein C, involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014) - Biofilm (VFC0271)] [Staphylococcus aureus subsp. aureus MW2]	1053	VFG029592	Staphylococcus aureus subsp. aureus MW2	Intercellular adhesion proteins (VF0014) - Biofilm (VFC0271)	synthesis	PIA	gb|WP_000723836	29592.0	Mycobacterium abscessus subsp. bolletii str. GO 06	GPL locus (VF0841) - Immune modulation (VFC0258)	glycosyltransferase	gtf1	gb|WP_005062156	VFG029592(gb|WP_005062156) (gtf1) glycosyltransferase [GPL locus (VF0841) - Immune modulation (VFC0258)] [Mycobacterium abscessus subsp. bolletii str. GO 06]											1053	71	785	0.7454887160000002	27985	11241.22557563573	165409.78517632608	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	113	0	11.656278824791276	169.99485502297188	11.069590526867309	161.4386087587577
ID09981	VFG005058(gb|WP_001034059) (cap8I) type 8 capsular polysaccharide synthesis protein Cap8I [Capsule (VF0003) - Immune modulation (VFC0258)] [Staphylococcus aureus subsp. aureus MRSA252]	1395	VFG016082	Staphylococcus aureus subsp. aureus MRSA252	Capsule (VF0003) - Immune modulation (VFC0258)	type 8 capsular polysaccharide synthesis protein Cap8I	cap8I	gb|WP_001034059	16082.0	Pseudomonas putida F1	Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)	extracytoplasmic-function sigma-70 factor	pvdS	gb|WP_003254275	VFG016082(gb|WP_003254275) (pvdS) extracytoplasmic-function sigma-70 factor  [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas putida F1]											1395	147	621	0.4451615899999989	36935	11199.035427141122	164788.9753409487	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	154	10	15.885548132901384	231.67440419059884	11.387489701004576	166.07484171369092
ID27647	VFG004492(gb|WP_000791585) (efb) complement convertase inhibitor Efb [Fibrinogen binding protein efb (VF0996) - Immune modulation (VFC0258)] [Staphylococcus aureus RF122]	498	VFG004492	Staphylococcus aureus RF122	Fibrinogen binding protein efb (VF0996) - Immune modulation (VFC0258)	complement convertase inhibitor Efb	efb	gb|WP_000791585	4492.0	Staphylococcus aureus RF122	Fibrinogen binding protein efb (VF0996) - Immune modulation (VFC0258)	complement convertase inhibitor Efb	efb	gb|WP_000791585	VFG004492(gb|WP_000791585) (efb) complement convertase inhibitor Efb [Fibrinogen binding protein efb (VF0996) - Immune modulation (VFC0258)] [Staphylococcus aureus RF122]											498	49	399	0.80120532	12233	10390.115030605875	152886.06065292313	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	50	3	5.157645497695254	75.21896239954508	10.356717866857942	151.04209317177725
ID01630	VFG004588(gb|WP_000610259) (sdrE) Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein [SDr (VF0019) - Adherence (VFC0001)] [Staphylococcus aureus subsp. aureus N315]	3426	VFG002429	Staphylococcus aureus subsp. aureus N315	SDr (VF0019) - Adherence (VFC0001)	Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein	sdrE	gb|WP_000610259	2429.0	Burkholderia pseudomallei K96243	Type IV pili (VF0431) - Adherence (VFC0001)	type IV pilus biogenesis protein PilV	pilV	gb|WP_004548643	VFG002429(gb|WP_004548643) (pilV) type IV pilus biogenesis protein PilV [Type IV pili (VF0431) - Adherence (VFC0001)] [Burkholderia pseudomallei K96243]											3426	194	1283	0.3744892350000006	82653	10204.412019059497	150153.52094541476	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	408	24	42.08638726119327	613.7867331802878	12.284409591708489	179.1554971337676
ID18398	VFG004822(gb|WP_000594519) (hlgA) gamma-hemolysin chain II precursor [-hemolysin (VF0011) - Exotoxin (VFC0235)] [Staphylococcus aureus subsp. aureus USA300_FPR3757]	930	VFG036499	Staphylococcus aureus subsp. aureus USA300_FPR3757	-hemolysin (VF0011) - Exotoxin (VFC0235)	gamma-hemolysin chain II precursor	hlgA	gb|WP_000594519	36499.0	Neisseria meningitidis M01-240355	Porin (VF0081) - Invasion (VFC0083)	porin	porA	gb|WP_014582112	VFG036499(gb|WP_014582112) (porA) porin [Porin (VF0081) - Invasion (VFC0083)] [Neisseria meningitidis M01-240355]											930	52	802	0.8623657699999999	22291	10138.257697566103	149180.0886418744	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	99	41	10.212138085436605	148.93354555109926	10.980793640254412	160.14359736677338
ID18103	VFG004821(gb|WP_000916712) (hlgC) gamma-hemolysin component C [-hemolysin (VF0011) - Exotoxin (VFC0235)] [Staphylococcus aureus subsp. aureus COL]	948	VFG035886	Staphylococcus aureus subsp. aureus COL	-hemolysin (VF0011) - Exotoxin (VFC0235)	gamma-hemolysin component C	hlgC	gb|WP_000916712	35886.0	Escherichia coli O83:H1 str. LF82	ACE T6SS (VF1122) - Effector delivery system (VFC0086)	hypothetical protein	aec8	gb|WP_000227714	VFG035886(gb|WP_000227714) (aec8) hypothetical protein [ACE T6SS (VF1122) - Effector delivery system (VFC0086)] [Escherichia coli O83:H1 str. LF82]											948	90	331	0.34915588	21921	9780.673185123169	143918.38679383346	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	91	23	9.386914805805365	136.89851156717205	9.901808866883297	144.4077126235992
ID11221	VFG049884(gb|WP_000792550) (sbi) IgG-binding protein SBI [Sbi (VF0423) - Immune modulation (VFC0258)] [Staphylococcus aureus RF122]	1311	VFG018432	Staphylococcus aureus RF122	Sbi (VF0423) - Immune modulation (VFC0258)	IgG-binding protein SBI	sbi	gb|WP_000792550	18432.0	Salmonella enterica subsp. arizonae serovar 62:z4,z23:-- str. RSK2980	TTSS-2 secreted effectors (VF0947) - Effector delivery system (VFC0086)	type III secretion system effector SseF	sseF	gb|WP_024131907	VFG018432(gb|WP_024131907) (sseF) type III secretion system effector SseF [TTSS-2 secreted effectors (VF0947) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. arizonae serovar 62:z4,z23:-- str. RSK2980]											1311	122	429	0.3272311719999996	29936	9658.458124642057	142120.04489921764	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	122	0	12.584655014376422	183.53426825489	9.599279187167369	139.99562795948893
ID15869	VFG004522 (icaC) intercellular adhesion protein C, involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014) - Biofilm (VFC0271)] [Staphylococcus aureus subsp. aureus COL]	1052	VFG029664	Staphylococcus aureus subsp. aureus COL	Intercellular adhesion proteins (VF0014) - Biofilm (VFC0271)	synthesis	PIA	icaC	29664.0	Mycobacterium smegmatis JS623	GPL locus (VF0841) - Immune modulation (VFC0258)	glycosyltransferase	gtf2	gb|WP_015304384	VFG029664(gb|WP_015304384) (gtf2) glycosyltransferase [GPL locus (VF0841) - Immune modulation (VFC0258)] [Mycobacterium smegmatis JS623]											1052	64	735	0.6986688099999999	23363	9393.546550913246	138221.98536768596	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	94	0	9.696373535667078	141.41164931114474	9.217085109949696	134.42171987751402
ID01629	VFG004591(gb|WP_000610237) (sdrE) Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein [SDr (VF0019) - Adherence (VFC0001)] [Staphylococcus aureus subsp. aureus Mu50]	3426	VFG002428	Staphylococcus aureus subsp. aureus Mu50	SDr (VF0019) - Adherence (VFC0001)	Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein	sdrE	gb|WP_000610237	2428.0	Burkholderia pseudomallei K96243	Type IV pili (VF0431) - Adherence (VFC0001)	type IV prepilin leader peptide type M1	pilD	gb|WP_004194127	VFG002428(gb|WP_004194127) (pilD) type IV prepilin leader peptide type M1 [Type IV pili (VF0431) - Adherence (VFC0001)] [Burkholderia pseudomallei K96243]											3426	190	1231	0.3593110540000004	74725	9225.614171587493	135750.93284752057	9694346	664726	2364194906	160670351	0.0041004851061124	0.0002811637899705	0.0685684212220195	376	26	38.78549414266831	565.646597244579	11.320926486476449	165.10408559386426
