reference_id	former_id	id_bp	vfid	vsiid	ssid	feature_names	gene_host	recname_full	subname_full	Source	Literature Name	User Designated Name	Gene Name(s)	Virulence Factor Type	Short Description	Long Description	Update Date	Status	Protein Sequences	Nucleotide Sequences	id_bp.1	id_maximal_coverage_depth	id_coverage_breadth	id_coverage_breadth_to_id_bp	id_mapped_bp	id_total_relative_abundance	id_mapped_relative_abundance	sample_total_reads	sample_mapped_reads	sample_total_bp	sample_mapped_bp	sample_average_total_reads_bp	sample_average_mapped_reads_bp	sample_mapped_reads_to_total_reads	id_mapped_reads	id_unmapped_reads	id_mapped_reads_per_million_sample_total_reads	id_mapped_reads_per_million_sample_mapped_reads	id_mapped_reads_per_kbp_per_million_sample_total_reads	id_mapped_reads_per_kbp_per_million_sample_mapped_reads
ID07346	5672|vfid|30501|vsiid|51321|ssid|RecName:_Full=Outer_membrane_protein_A;_AltName:_Full=Outer_membrane_protein_33K;_AltName:_Full=Outer_membrane_major_heat-modifiable_protein;_Flags:_Precursor;_	1053	5672	30501	51321	RecName:_Full=Outer_membrane_protein_A;_AltName:_Full=Outer_membrane_protein_33K;_AltName:_Full=Outer_membrane_major_heat-modifiable_protein;_Flags:_Precursor;_		Outer_membrane_protein_A		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/OMPA_SALTY"" target=""_blank"">P02936</a>"	P02936	Outer membrane protein A precursor (Outer membrane protein 33K) (Outer membrane major heat-modifiable protein). |RecName: Full=Outer membrane protein A; AltName: Full=Outer membrane protein 33K; AltName: Full=Outer membrane major heat-modifiable protein; Flags: Precursor; |Name=ompA; OrderedLocusNames=STM1070;	virulence protein	RecName: Full=Outer membrane protein A; AltName: Full=Outer membrane protein 33K; AltName: Full=Outer membrane major heat-modifiable protein; Flags: Precursor; 		Oct 3 2010 02:28AM	virulence factor	Yes	Yes	1053	8	619	0.587843948	2074	4179.354085921044	52617.12091593536	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	10	0	5.308667142323243	67.11454439291539	5.041469270962244	63.736509394981375
ID10990	19988|vfid|44565|vsiid|65402|ssid|3-deoxy-manno-octulosonate_cytidylyltransferase_[Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18]	747	19988	44565	65402	3-deoxy-manno-octulosonate_cytidylyltransferase_[Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18]	Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18			"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_455474.1"" target=""_blank"">NP_455474.1</a>"	NP_455474.1	NP_455474|NP_455474	pathogenicity island	3-deoxy-manno-octulosonate cytidylyltransferase [Salmonella enterica subsp. enterica serovar Typhi str. CT18]		Sep 27 2010 08:02AM	unknown	Yes	Yes	747	7	377	0.5046854000000001	1465	4161.460811988339	52391.84865167071	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	7	0	3.71606699962627	46.980181075040775	4.974654617973587	62.89180866805994
ID20778	20487|vfid|45563|vsiid|66400|ssid|MsgA-like_protein_[Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2]	192	20487	45563	66400	MsgA-like_protein_[Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2]	Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2			"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_460030.1"" target=""_blank"">NP_460030.1</a>"	NP_460030.1	NP_460030|NP_460030	pathogenicity island	MsgA-like protein [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]		Sep 27 2010 09:41AM	unknown	Yes	Yes	192	2	185	0.96354133	369	4078.0629358607134	51341.88828886686	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	2	0	1.0617334284646485	13.422908878583078	5.529861606586711	69.9109837426202
ID03319	12417|vfid|31219|vsiid|52039|ssid|RecName:_Full=Protein_invG;_Flags:_Precursor;_	1689	12417	31219	52039	RecName:_Full=Protein_invG;_Flags:_Precursor;_		Protein_invG		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/INVG_SALTY"" target=""_blank"">P35672</a>"	P35672	RecName: Full=Protein invG; Flags: Precursor; |Name=invG; OrderedLocusNames=STM2898;	virulence protein	RecName: Full=Protein invG; Flags: Precursor; 		Apr 30 2011 01:15PM	virulence factor	Yes	Yes	1689	10	779	0.46121933	3124	3924.7334071935934	49411.504266838434	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	13	2	6.901267285020215	87.24890771079001	4.086007865612916	51.65713896435169
ID02988	19991|vfid|44571|vsiid|65408|ssid|lipid_transporter_ATP-binding/permease_protein_[Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18]	1749	19991	44571	65408	lipid_transporter_ATP-binding/permease_protein_[Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18]	Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18			"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_455471.1"" target=""_blank"">NP_455471.1</a>"	NP_455471.1	NP_455471|NP_455471	pathogenicity island	lipid transporter ATP-binding/permease protein [Salmonella enterica subsp. enterica serovar Typhi str. CT18]		Sep 27 2010 08:03AM	unknown	Yes	Yes	1749	11	763	0.4362495199999999	3224	3911.416019066674	49243.84136799022	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	14	0	7.43213399925254	93.96036215008156	4.249361920670406	53.72233399089854
ID08659	11049|vfid|49887|vsiid|70724|ssid|SubName:_Full=SpaO;_	912	11049	49887	70724	SubName:_Full=SpaO;_			SpaO	"<a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR><a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/Q56021"" target=""_blank"">Q56021</a>"	Q56021	SubName: Full=SpaO; |Name=spaO;	virulence protein	SubName: Full=SpaO; 		Oct 3 2010 02:35AM	virulence factor	Yes	Yes	912	9	392	0.42982451	1636	3806.4247400189006	47922.02495540504	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	10	8	5.308667142323243	67.11454439291539	5.820906954301801	73.5905092027581
ID08167	20016|vfid|44621|vsiid|65458|ssid|thioredoxin_reductase_[Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18]	969	20016	44621	65458	thioredoxin_reductase_[Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18]	Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18			"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_455446.1"" target=""_blank"">NP_455446.1</a>"	NP_455446.1	NP_455446|NP_455446	pathogenicity island	thioredoxin reductase [Salmonella enterica subsp. enterica serovar Typhi str. CT18]		Sep 27 2010 08:16AM	unknown	Yes	Yes	969	7	333	0.3436529399999999	1649	3610.984838942136	45461.48088679011	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	7	0	3.71606699962627	46.980181075040775	3.8349504640106	48.48315900417004
ID11266	10330|vfid|49276|vsiid|70113|ssid|RecName:_Full=Guanine_nucleotide_exchange_factor_sopE2;_AltName:_Full=Effector_protein_sopE2;_AltName:_Full=Toxin_sopE2;_	723	10330	49276	70113	RecName:_Full=Guanine_nucleotide_exchange_factor_sopE2;_AltName:_Full=Effector_protein_sopE2;_AltName:_Full=Toxin_sopE2;_		Guanine_nucleotide_exchange_factor_sopE2		"<a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR><a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/Q9KIZ2"" target=""_blank"">Q7CQD4</a>"	Q7CQD4	RecName: Full=Guanine nucleotide exchange factor sopE2; AltName: Full=Effector protein sopE2; AltName: Full=Toxin sopE2; |Name=sopE2; OrderedLocusNames=STM1855;	protein toxin	RecName: Full=Guanine nucleotide exchange factor sopE2; AltName: Full=Effector protein sopE2; AltName: Full=Toxin sopE2; 		Feb 4 2012 08:27AM	virulence factor	Yes	Yes	723	6	235	0.32503408	1217	3571.750114679344	44967.52459876151	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	6	0	3.1852002853939454	40.26872663574923	4.405532898193562	55.696717338518994
ID08575	19855|vfid|44300|vsiid|65137|ssid|curved_DNA-binding_protein_CbpA_[Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18]	921	19855	44300	65137	curved_DNA-binding_protein_CbpA_[Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18]	Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18			"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_455607.1"" target=""_blank"">NP_455607.1</a>"	NP_455607.1	NP_455607|NP_455607	pathogenicity island	curved DNA-binding protein CbpA [Salmonella enterica subsp. enterica serovar Typhi str. CT18]		Sep 27 2010 06:59AM	unknown	Yes	Yes	921	4	625	0.6786099999999999	1527	3518.100108540521	44292.08317836199	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	7	0	3.71606699962627	46.980181075040775	4.03481758917076	51.00996859396392
ID13573	20057|vfid|44703|vsiid|65540|ssid|4-hydroxyphenylacetate_3-monooxygenase_coupling_protein_[Salmonella_enterica_subsp._enterica_serovar_Typhi_str._Ty2]	513	20057	44703	65540	4-hydroxyphenylacetate_3-monooxygenase_coupling_protein_[Salmonella_enterica_subsp._enterica_serovar_Typhi_str._Ty2]	Salmonella_enterica_subsp._enterica_serovar_Typhi_str._Ty2			"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_805593.1"" target=""_blank"">NP_805593.1</a>"	NP_805593.1	NP_805593|NP_805593	pathogenicity island	4-hydroxyphenylacetate 3-monooxygenase coupling protein [Salmonella enterica subsp. enterica serovar Typhi str. Ty2]		Sep 27 2010 08:26AM	unknown	Yes	Yes	513	4	273	0.5321637	850	3515.85007228043	44263.75573169713	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	4	0	2.123466856929297	26.84581775716616	4.139311611947948	52.33102876640576
ID00025	1495|vfid|1496|vsiid|1549|ssid|tRNA_40__Asparagine__of_Chromosome_1	54398	1495	1496	1549	tRNA_40__Asparagine__of_Chromosome_1				"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://kementari.bioinformatics.vt.edu:80/islands/Ecoc54N.html"" target=""_blank"">Ecoc54N</a>"	Ecoc54N	Ecoc54N	pathogenicity island	tRNA 40 (Asparagine) of Chromosome 1		Oct 10 2010 01:02PM	unknown	No	Yes	54398	165	994	0.0182727129999999	89006	3471.883450226978	43710.22592271424	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	349	141	185.2724832670812	2342.297599312747	3.405869393490223	43.058524197815125
ID17710	7268|vfid|8422|vsiid|10340|ssid|peptidyl-prolyl_cis-trans_isomerase_C_[Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18]	282	7268	8422	10340	peptidyl-prolyl_cis-trans_isomerase_C_[Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18]	Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18			"<a href  = ""http://www.tvfac.lanl.gov/"" target=""_blank"">TVFAC</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=16762221"" target=""_blank"">16762221</a>"	NP_457838.1	NP_457838|SES3228	virulence protein	peptidyl-prolyl cis-trans isomerase C [Salmonella enterica subsp. enterica serovar Typhi str. CT18]		Nov 27 2007 10:49AM	virulence factor	Yes	Yes	282	3	219	0.776596	460	3461.286191308869	43576.808834234	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	3	3	1.5926001426969727	20.134363317874616	5.647518236514088	71.39845148182488
ID19484	15171|vfid|52191|vsiid|73058|ssid|RecName:_Full=Major_outer_membrane_lipoprotein;_AltName:_Full=Murein-lipoprotein;_Flags:_Precursor;_	237	15171	52191	73058	RecName:_Full=Major_outer_membrane_lipoprotein;_AltName:_Full=Murein-lipoprotein;_Flags:_Precursor;_		Major_outer_membrane_lipoprotein		"<a href  = ""http://mvirdb.llnl.gov/literatureVirulenceHomeURL.html"" target=""_blank"">LITERATURE</a><BR><a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/Q8ZDZ6"" target=""_blank"">Q8ZDZ6</a>"	lpp	RecName: Full=Major outer membrane lipoprotein; AltName: Full=Murein-lipoprotein; Flags: Precursor; |Name=lpp; OrderedLocusNames=YPO2394, y1943.1, YP_2181;	virulence protein	RecName: Full=Major outer membrane lipoprotein; AltName: Full=Murein-lipoprotein; Flags: Precursor; 		Jan 7 2010 11:21AM	virulence factor	Yes	Yes	237	2	192	0.8101264100000001	383	3429.0926103330185	43171.49894469159	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	2	0	1.0617334284646485	13.422908878583078	4.479887883817082	56.63674632313535
ID17660	10176|vfid|49150|vsiid|69987|ssid|RecName:_Full=Integration_host_factor_subunit_beta;_Short=IHF-beta;_	285	10176	49150	69987	RecName:_Full=Integration_host_factor_subunit_beta;_Short=IHF-beta;_		Integration_host_factor_subunit_beta		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/P64394"" target=""_blank"">P64394</a>"	P64394	RecName: Full=Integration host factor subunit beta; Short=IHF-beta; |Name=ihfB; Synonyms=himD; OrderedLocusNames=STY0982, t1952;	transcription factor	RecName: Full=Integration host factor subunit beta; Short=IHF-beta; 		Oct 2 2010 12:22PM	virulence factor	Yes	Yes	285	3	214	0.750877	457	3402.51561112692	42836.90054693419	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	3	0	1.5926001426969727	20.134363317874616	5.588070676129729	70.64688883464778
ID13805	20499|vfid|45587|vsiid|66424|ssid|attachment/invasion_protein_[Phage_Gifsy-2]	498	20499	45587	66424	attachment/invasion_protein_[Phage_Gifsy-2]	Phage_Gifsy-2			"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_460018.1"" target=""_blank"">NP_460018.1</a>"	NP_460018.1	NP_460018|NP_460018	pathogenicity island	attachment/invasion protein [Phage Gifsy-2]		Sep 27 2010 09:43AM	unknown	Yes	Yes	498	3	283	0.5682734	790	3366.0962881953456	42378.38952370635	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	3	2	1.5926001426969727	20.134363317874616	3.197992254411592	40.4304484294671
ID12580	19848|vfid|44286|vsiid|65123|ssid|TrpR_binding_protein_WrbA_[Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18]	597	19848	44286	65123	TrpR_binding_protein_WrbA_[Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18]	Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18			"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_455614.1"" target=""_blank"">NP_455614.1</a>"	NP_455614.1	NP_455614|NP_455614	pathogenicity island	TrpR binding protein WrbA [Salmonella enterica subsp. enterica serovar Typhi str. CT18]		Sep 27 2010 06:56AM	unknown	Yes	Yes	597	4	274	0.4589608999999999	937	3330.381965895811	41928.7542986854	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	4	0	2.123466856929297	26.84581775716616	3.5568959077542663	44.96786893997681
ID03986	11783|vfid|31115|vsiid|51935|ssid|RecName:_Full=Flagellin;_AltName:_Full=Phase_1-C_flagellin;_	1515	11783	31115	51935	RecName:_Full=Flagellin;_AltName:_Full=Phase_1-C_flagellin;_		Flagellin		"<a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR><a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/FLIC_SALMO"" target=""_blank"">Q06973</a>"	Q06973	RecName: Full=Flagellin; AltName: Full=Phase 1-C flagellin; |Name=fliC;	virulence protein	RecName: Full=Flagellin; AltName: Full=Phase 1-C flagellin; 		Apr 30 2011 03:54PM	virulence factor	Yes	Yes	1515	6	621	0.40990144	2360	3305.43146224692	41614.63311143551	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	10	2	5.308667142323243	67.11454439291539	3.5040707210054407	44.30002930225438
ID13110	19905|vfid|44399|vsiid|65236|ssid|hypothetical_protein_STY1080_[Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18]	546	19905	44399	65236	hypothetical_protein_STY1080_[Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18]	Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18			"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_455557.1"" target=""_blank"">NP_455557.1</a>"	NP_455557.1	NP_455557|NP_455557	pathogenicity island	hypothetical protein STY1080 [Salmonella enterica subsp. enterica serovar Typhi str. CT18]		Sep 27 2010 07:29AM	unknown	Yes	Yes	546	5	263	0.4816852	838	3256.718058549716	41001.34239716054	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	5	0	2.6543335711616214	33.557272196457696	4.861416796999307	61.46020548801776
ID03512	11494|vfid|50269|vsiid|71106|ssid|RecName:_Full=Secreted_effector_protein_sptP;_Includes:_RecName:_Full=GTPase-activating_protein;_Short=GAP;_RecName:_Full=Tyrosine-protein_phosphatase;_EC=3.1.3.48;_	1632	11494	50269	71106	RecName:_Full=Secreted_effector_protein_sptP;_Includes:_RecName:_Full=GTPase-activating_protein;_Short=GAP;_RecName:_Full=Tyrosine-protein_phosphatase;_EC=3.1.3.48;_		Secreted_effector_protein_sptP		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/P74851"" target=""_blank"">P74851</a>"	P74851	RecName: Full=Effector protein sptP; Includes: RecName: Full=GTPase-activating protein; Short=GAP; RecName: Full=Tyrosine-protein phosphatase; EC=3.1.3.48; |Name=sptP; Synonyms=stpA; OrderedLocusNames=STY3001, t2780;|RecName: Full=Secreted effector protein sptP; Includes: RecName: Full=GTPase-activating protein; Short=GAP; RecName: Full=Tyrosine-protein phosphatase; EC=3.1.3.48; 	virulence protein	RecName: Full=Secreted effector protein sptP; Includes: RecName: Full=GTPase-activating protein; Short=GAP; RecName: Full=Tyrosine-protein phosphatase; EC=3.1.3.48; 		Dec 3 2011 12:29PM	virulence factor	Yes	Yes	1632	11	284	0.17401958	2480	3224.4846424149755	40595.5309919942	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	11	2	5.839533856555567	73.82599883220692	3.57814574543846	45.236518892283655
ID00921	12021|vfid|50688|vsiid|71525|ssid|RecName:_Full=Multidrug_resistance_protein_mdtC;_AltName:_Full=Multidrug_transporter_mdtC;_	3078	12021	50688	71525	RecName:_Full=Multidrug_resistance_protein_mdtC;_AltName:_Full=Multidrug_transporter_mdtC;_		Multidrug_resistance_protein_mdtC		"<a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR><a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/YEGO_ECOLI"" target=""_blank"">P76399</a>"	P76399	RecName: Full=Multidrug resistance protein mdtC; AltName: Full=Multidrug transporter mdtC; |Name=mdtC; Synonyms=yegO; OrderedLocusNames=b2076, JW2061;	virulence protein	RecName: Full=Multidrug resistance protein mdtC; AltName: Full=Multidrug transporter mdtC; 		Oct 4 2010 02:47AM	virulence factor	Yes	Yes	3078	15	508	0.165042211	4587	3162.1969179510456	39811.34265515583	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	23	15	12.20993442734346	154.36345210370538	3.9668402947834496	50.15056923447219
ID09918	21701|vfid|61136|vsiid|82003|ssid|RecName:_Full=Undecaprenyl-diphosphatase;_AltName:_Full=Undecaprenyl_pyrophosphate_phosphatase;_AltName:_Full=Bacitracin_resistance_protein	822	21701	61136	82003	RecName:_Full=Undecaprenyl-diphosphatase;_AltName:_Full=Undecaprenyl_pyrophosphate_phosphatase;_AltName:_Full=Bacitracin_resistance_protein		Undecaprenyl-diphosphatase		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://ardb.cbcb.umd.edu/"" target=""_blank"">ARDB</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=P67389"" target=""_blank"">P67389</a>"	P67389.1	P67389|Name=uppP; Synonyms=bacA, upk; OrderedLocusNames=STY3384, t3125;	antibiotic resistance	RecName: Full=Undecaprenyl-diphosphatase; AltName: Full=Undecaprenyl pyrophosphate phosphatase; AltName: Full=Bacitracin resistance protein		Feb 8 2010 04:27PM	virulence factor	Yes	Yes	822	5	326	0.3965935	1204	3108.017502281597	39129.23608872792	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	5	3	2.6543335711616214	33.557272196457696	3.229116266619977	40.82393211247895
ID21167	20477|vfid|45543|vsiid|66380|ssid|ribosome_modulation_factor_[Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2]	168	20477	45543	66380	ribosome_modulation_factor_[Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2]	Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2			"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_460040.1"" target=""_blank"">NP_460040.1</a>"	NP_460040.1	NP_460040|NP_460040	pathogenicity island	ribosome modulation factor [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]		Sep 27 2010 09:39AM	unknown	Yes	Yes	168	2	122	0.72619	244	3081.834630584636	38799.59966700275	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	2	0	1.0617334284646485	13.422908878583078	6.319841836099099	79.89826713442308
ID10766	9944|vfid|47056|vsiid|67893|ssid|RecName:_Full=28.1_kDa_virulence_protein;_	768	9944	47056	67893	RecName:_Full=28.1_kDa_virulence_protein;_		28.1_kDa_virulence_protein		"<a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR><a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/VRP1_SALDU"" target=""_blank"">P24418</a>"	P24418	RecName: Full=28.1 kDa virulence protein; |Name=vsdB;	virulence protein	RecName: Full=28.1 kDa virulence protein; 		Oct 3 2010 03:22AM	virulence factor	Yes	Yes	768	5	316	0.41145808	1111	3069.598862968329	38645.55412529206	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	5	1	2.6543335711616214	33.557272196457696	3.4561635041166943	43.69436483913762
ID20154	10245|vfid|49205|vsiid|70042|ssid|RecName:_Full=Protein_hokD;_	213	10245	49205	70042	RecName:_Full=Protein_hokD;_		Protein_hokD		"<a href  = ""http://www.geneontology.org/"" target=""_blank"">GO</a><BR><a href  = ""http://www.jenner.ac.uk/BacBix3/PPprints.htm"" target=""_blank"">PRINTS</a><BR>"	"<a href=""http://www.uniprot.org/uniprot/P0ACG7"" target=""_blank"">P0ACG7</a>"	P0ACG7	RecName: Full=Protein hokD; |Name=hokD; OrderedLocusNames=Z3117.1, ECs2754;	virulence protein	RecName: Full=Protein hokD; 		Jul 4 2009 04:52AM	virulence factor	Yes	Yes	213	2	151	0.70892	302	3008.5423269711014	37876.86617226683	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	2	0	1.0617334284646485	13.422908878583078	4.984663983402106	63.01835154264356
ID17723	19943|vfid|44475|vsiid|65312|ssid|putative_prophage_membrane_protein_[Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18]	282	19943	44475	65312	putative_prophage_membrane_protein_[Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18]	Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18			"<a href  = ""http://kementari.bioinformatics.vt.edu/cgi-bin/islander.cgi"" target=""_blank"">ISLANDER</a><BR>"	"<a href=""http://www.ncbi.nlm.nih.gov/entrez/viewer.fcgi?val=NP_455519.1"" target=""_blank"">NP_455519.1</a>"	NP_455519.1	NP_455519|NP_455519	pathogenicity island	putative prophage membrane protein [Salmonella enterica subsp. enterica serovar Typhi str. CT18]		Sep 27 2010 07:42AM	unknown	Yes	Yes	282	3	245	0.868795	399	3002.289544200519	37798.1450540421	1883712	148999	471271540	37432885	0.0039970841438886	0.0003161637980515	0.079098609553902	3	0	1.5926001426969727	20.134363317874616	5.647518236514088	71.39845148182488
